CustomerID,Name,Email,ProductID,ProductName,Category,Price,OrderID,OrderDate,Quantity,TotalAmount,PaymentMethod
C1204,Lawrence Powell,callen@miller.com,P1001,Wireless Mouse,Electronics,799,ORD2204,2024-12-13,1,799,Debit Card
C1205,Regina Garcia,rodriguezdonna@gmail.com,P1001,Wireless Mouse,Electronics,799,ORD2205,2023-11-20,1,799,Debit Card
C1206,Willie Scott,nicolebradley@thompson.com,P1012,Water Purifier,Appliances,15999,ORD2206,2023-02-16,1,15999,Credit Card
C1207,Andrea Roberts,carlosguerrero@morrow.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2207,2023-08-22,1,11999,Debit Card
C1208,Corey Woods,gregory21@clark.biz,P1014,Designer Saree,Fashion,8499,ORD2208,2023-06-24,1,8499,Debit Card
C1209,Cassidy Gallegos,yknapp@hotmail.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2209,2023-08-12,1,11999,EMI
C1210,Barbara Washington,gail82@baker.com,P1013,Gaming Console,Electronics,38999,ORD2210,2023-06-29,5,194995,Net Banking
C1211,Daniel Wright,annethompson@hotmail.com,P1012,Water Purifier,Appliances,15999,ORD2211,2022-04-27,2,31998,UPI
C1212,Jessica Young,michael33@bailey.net,P1011,Desk Lamp,Home Decor,1299,ORD2212,2024-01-17,1,1299,EMI
C1213,Lawrence Roberson,kevinguzman@gmail.com,P1015,Electric Bike,Automobile,87999,ORD2213,2025-03-31,1,87999,Credit Card
C1214,Carol Wilson,kevinmay@smith-wallace.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2214,2024-05-09,1,1199,Credit Card
C1215,Katelyn Myers,sharipeters@yahoo.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2215,2023-08-06,2,2398,Credit Card
C1216,Heather Williams,leejessica@hotmail.com,P1012,Water Purifier,Appliances,15999,ORD2216,2024-06-19,1,15999,Credit Card
C1217,Donna Robinson,wilsonamanda@yahoo.com,P1007,Smartphone,Electronics,56999,ORD2217,2024-05-11,10,569990,UPI
C1218,James Higgins,raymondruiz@hotmail.com,P1008,Bookshelf,Furniture,8999,ORD2218,2024-12-03,3,26997,Debit Card
C1219,Mark Shepard,oriley@yahoo.com,P1008,Bookshelf,Furniture,8999,ORD2219,2023-04-01,1,8999,Credit Card
C1220,Christopher Wood,brandonarnold@hotmail.com,P1013,Gaming Console,Electronics,38999,ORD2220,2025-03-17,1,38999,Credit Card
C1221,Angela Rich,wilsonsylvia@villa.com,P1011,Desk Lamp,Home Decor,1299,ORD2221,2023-04-18,1,1299,Debit Card
C1222,Katherine Butler,ramosmary@yahoo.com,P1015,Electric Bike,Automobile,87999,ORD2222,2024-05-09,1,87999,Debit Card
C1223,Diane Carr,scott43@yahoo.com,P1006,Men's Jacket,Fashion,3499,ORD2223,2024-08-19,1,3499,EMI
C1224,Ricky Smith,deborahjennings@mccullough.com,P1006,Men's Jacket,Fashion,3499,ORD2224,2023-11-29,2,6998,Credit Card
C1225,David Goodwin,andrewmcdowell@gmail.com,P1015,Electric Bike,Automobile,87999,ORD2225,2022-06-18,2,175998,UPI
C1226,Kristen Lane,allenandrew@alexander-morris.com,P1010,Yoga Mat,Health,699,ORD2226,2024-07-31,2,1398,Debit Card
C1227,Meagan Stout,joelneal@yahoo.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2227,2024-09-10,1,11999,UPI
C1228,Amber Williamson,ramirezpeter@hotmail.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2228,2022-09-21,1,11999,EMI
C1229,Dr. Robert Rhodes,robinlove@thompson.org,P1003,Cotton Bedsheet,Home Decor,1199,ORD2229,2022-08-05,1,1199,Debit Card
C1230,Vanessa Jennings,omartinez@miller-davis.com,P1012,Water Purifier,Appliances,15999,ORD2230,2024-10-13,10,159990,Net Banking
C1231,Jonathan Liu,jodiperry@mckee.net,P1004,Laptop,Electronics,67999,ORD2231,2024-02-06,2,135998,Net Banking
C1232,Robert Torres,todd04@williams.info,P1001,Wireless Mouse,Electronics,799,ORD2232,2023-09-29,1,799,Credit Card
C1233,Anthony King MD,stevenscheryl@reeves.org,P1001,Wireless Mouse,Electronics,799,ORD2233,2025-03-15,1,799,EMI
C1234,Donald Davis,williamwise@velasquez.com,P1012,Water Purifier,Appliances,15999,ORD2234,2023-11-28,2,31998,Net Banking
C1235,Christopher Cuevas,samantha46@thompson.com,P1004,Laptop,Electronics,67999,ORD2235,2023-11-03,1,67999,Net Banking
C1236,Kimberly Sanchez,shannonjoshua@yahoo.com,P1001,Wireless Mouse,Electronics,799,ORD2236,2024-07-14,3,2397,EMI
C1237,Melissa Nolan,deniserussell@hotmail.com,P1002,Running Shoes,Sportswear,2499,ORD2237,2022-12-23,1,2499,Net Banking
C1238,Jamie Jenkins,andersondawn@hotmail.com,P1008,Bookshelf,Furniture,8999,ORD2238,2023-06-13,2,17998,Net Banking
C1239,Timothy Griffith,hsmith@yahoo.com,P1007,Smartphone,Electronics,56999,ORD2239,2023-11-28,1,56999,UPI
C1240,Heather Jacobs,victoria23@mills.org,P1011,Desk Lamp,Home Decor,1299,ORD2240,2024-01-14,1,1299,Net Banking
C1241,Jill Sutton,fmitchell@owens.biz,P1014,Designer Saree,Fashion,8499,ORD2241,2023-10-22,2,16998,Debit Card
C1242,Craig Fritz,cmanning@jackson.com,P1001,Wireless Mouse,Electronics,799,ORD2242,2023-02-20,5,3995,Net Banking
C1243,Patrick Smith MD,bbolton@hotmail.com,P1007,Smartphone,Electronics,56999,ORD2243,2024-12-15,2,113998,EMI
C1244,Christopher Sanders,scox@strickland.net,P1006,Men's Jacket,Fashion,3499,ORD2244,2023-01-17,1,3499,UPI
C1245,Kimberly Brown,vtorres@hotmail.com,P1005,Protein Powder,Health,1999,ORD2245,2023-08-13,1,1999,Credit Card
C1246,Bradley Benson,qriddle@hotmail.com,P1011,Desk Lamp,Home Decor,1299,ORD2246,2023-02-26,5,6495,Net Banking
C1247,Jeffrey Myers,dsutton@barnes-avila.net,P1001,Wireless Mouse,Electronics,799,ORD2247,2024-03-29,1,799,Net Banking
C1248,Brandon Barnes,wardangela@potter-hughes.net,P1007,Smartphone,Electronics,56999,ORD2248,2023-09-10,1,56999,UPI
C1249,Wendy Kline,thomasmaria@butler-perez.com,P1004,Laptop,Electronics,67999,ORD2249,2024-04-07,1,67999,Debit Card
C1250,Andrea Martin,testes@martin.org,P1015,Electric Bike,Automobile,87999,ORD2250,2024-06-28,1,87999,Net Banking
C1251,Alexis Cole,walkerdavid@wright.net,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2251,2024-03-27,2,23998,Net Banking
C1252,Christopher King,coxtina@hotmail.com,P1014,Designer Saree,Fashion,8499,ORD2252,2022-09-26,1,8499,Debit Card
C1253,Daniel Glover,april07@baker.com,P1001,Wireless Mouse,Electronics,799,ORD2253,2023-04-08,1,799,Credit Card
C1254,Brian King,kristafranco@anderson-parks.com,P1004,Laptop,Electronics,67999,ORD2254,2024-05-16,5,339995,UPI
C1255,Kristen Rocha,torresbryan@hotmail.com,P1004,Laptop,Electronics,67999,ORD2255,2022-06-29,1,67999,Credit Card
C1256,Ashley Wilkinson,lucasdavid@yahoo.com,P1002,Running Shoes,Sportswear,2499,ORD2256,2022-07-27,1,2499,Debit Card
C1257,Phillip Lucero,craig20@hotmail.com,P1015,Electric Bike,Automobile,87999,ORD2257,2024-09-20,1,87999,EMI
C1258,Sandra Shaw,matthewrobbins@yahoo.com,P1013,Gaming Console,Electronics,38999,ORD2258,2024-03-13,3,116997,Debit Card
C1259,Marcus Tapia,kevin25@gmail.com,P1011,Desk Lamp,Home Decor,1299,ORD2259,2022-07-11,1,1299,Credit Card
C1260,Hannah Bailey,ian42@nguyen-dudley.org,P1003,Cotton Bedsheet,Home Decor,1199,ORD2260,2022-10-14,1,1199,Credit Card
C1261,Carl Ramsey,julieruiz@logan.info,P1003,Cotton Bedsheet,Home Decor,1199,ORD2261,2025-03-02,2,2398,Debit Card
C1262,Lisa Dudley,lunafrederick@gmail.com,P1006,Men's Jacket,Fashion,3499,ORD2262,2023-03-12,1,3499,Credit Card
C1263,Colin Welch,pjacobs@hoffman.biz,P1014,Designer Saree,Fashion,8499,ORD2263,2023-10-17,2,16998,EMI
C1264,Julie Guerrero,fperez@bowers-bridges.com,P1006,Men's Jacket,Fashion,3499,ORD2264,2022-07-04,1,3499,EMI
C1265,Megan Ray,christopher54@hotmail.com,P1007,Smartphone,Electronics,56999,ORD2265,2024-02-23,3,170997,UPI
C1266,William Holden,flopez@hotmail.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2266,2024-06-19,3,3597,UPI
C1267,Frances Newton,madison12@perkins.info,P1003,Cotton Bedsheet,Home Decor,1199,ORD2267,2024-07-24,10,11990,EMI
C1268,Ronald Grimes,laura56@hotmail.com,P1012,Water Purifier,Appliances,15999,ORD2268,2022-05-22,1,15999,Net Banking
C1269,Rebecca Wood,joshua07@gmail.com,P1005,Protein Powder,Health,1999,ORD2269,2024-03-05,1,1999,Credit Card
C1270,Mark Wilson,sanchezangel@yahoo.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2270,2022-08-18,1,11999,Credit Card
C1271,Kevin Johnson,hollymcdaniel@gmail.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2271,2022-11-25,2,2398,Credit Card
C1272,Daniel Perkins,judith79@yahoo.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2272,2023-06-10,2,2398,UPI
C1273,Logan Clark,sgarcia@yahoo.com,P1011,Desk Lamp,Home Decor,1299,ORD2273,2024-12-03,3,3897,EMI
C1274,Ashley Watts,munozeric@hotmail.com,P1011,Desk Lamp,Home Decor,1299,ORD2274,2025-02-06,2,2598,EMI
C1275,Kevin Hodges,qmendez@horn.com,P1008,Bookshelf,Furniture,8999,ORD2275,2022-06-09,1,8999,EMI
C1276,Thomas Flowers,samuel76@gmail.com,P1004,Laptop,Electronics,67999,ORD2276,2024-12-09,1,67999,Net Banking
C1277,Nathan Walter,olsonkristen@hotmail.com,P1011,Desk Lamp,Home Decor,1299,ORD2277,2023-10-05,5,6495,Debit Card
C1278,William Oneill,amiller@gmail.com,P1006,Men's Jacket,Fashion,3499,ORD2278,2023-11-04,1,3499,EMI
C1279,Tanya Torres,rsmith@hotmail.com,P1014,Designer Saree,Fashion,8499,ORD2279,2023-05-04,3,25497,UPI
C1280,Joel Kennedy,haydenmeagan@oneal.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2280,2022-07-08,1,11999,Credit Card
C1281,Shannon Robles,vkemp@yahoo.com,P1008,Bookshelf,Furniture,8999,ORD2281,2024-05-18,1,8999,Debit Card
C1282,Omar Thompson,ylarson@gmail.com,P1008,Bookshelf,Furniture,8999,ORD2282,2024-12-17,1,8999,EMI
C1283,Brandon Miller,davistristan@gmail.com,P1013,Gaming Console,Electronics,38999,ORD2283,2023-03-29,1,38999,Debit Card
C1284,Miguel Bryant,cmyers@yahoo.com,P1012,Water Purifier,Appliances,15999,ORD2284,2022-09-30,5,79995,UPI
C1285,Francisco Thompson,patrick04@gmail.com,P1012,Water Purifier,Appliances,15999,ORD2285,2023-11-13,3,47997,Debit Card
C1286,Erica Bowers,cabreraamber@riley-ward.com,P1015,Electric Bike,Automobile,87999,ORD2286,2022-05-07,1,87999,Debit Card
C1287,Ariel Johnston,jonesdavid@osborn.com,P1013,Gaming Console,Electronics,38999,ORD2287,2022-08-07,1,38999,Net Banking
C1288,Jerry Baker,mroberson@cain.com,P1002,Running Shoes,Sportswear,2499,ORD2288,2023-06-13,2,4998,EMI
C1289,Steven Sullivan,fbauer@yahoo.com,P1013,Gaming Console,Electronics,38999,ORD2289,2024-02-25,1,38999,EMI
C1290,Nicole Riddle,oflowers@jones.com,P1001,Wireless Mouse,Electronics,799,ORD2290,2025-01-27,3,2397,UPI
C1291,Chris Watkins,gutierrezlisa@shannon.net,P1010,Yoga Mat,Health,699,ORD2291,2023-12-23,1,699,Net Banking
C1292,Catherine Rocha,elizabethbenjamin@davenport.net,P1008,Bookshelf,Furniture,8999,ORD2292,2023-07-21,2,17998,UPI
C1293,Christopher Wright,dlove@gmail.com,P1006,Men's Jacket,Fashion,3499,ORD2293,2023-06-14,1,3499,Debit Card
C1294,Paul Dickson,tyler60@lynn.org,P1006,Men's Jacket,Fashion,3499,ORD2294,2022-12-11,2,6998,Credit Card
C1295,Andrew Wallace,beasleydiana@gmail.com,P1010,Yoga Mat,Health,699,ORD2295,2024-09-06,3,2097,UPI
C1296,Rebecca Thompson,kimberlyestes@petersen-freeman.com,P1006,Men's Jacket,Fashion,3499,ORD2296,2023-02-12,2,6998,UPI
C1297,Jamie Oliver,bianca25@hotmail.com,P1015,Electric Bike,Automobile,87999,ORD2297,2023-11-18,3,263997,EMI
C1298,Wesley Johnson,alison10@murray.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2298,2025-03-24,1,11999,Debit Card
C1299,Sharon Long,tonymayo@hotmail.com,P1012,Water Purifier,Appliances,15999,ORD2299,2022-07-21,1,15999,Credit Card
C1300,Wendy Simpson,brandy60@gaines.net,P1013,Gaming Console,Electronics,38999,ORD2300,2024-05-24,1,38999,EMI
C1301,Allen Griffin,jenniferlloyd@griffith.biz,P1012,Water Purifier,Appliances,15999,ORD2301,2023-06-27,1,15999,Net Banking
C1302,Richard Lopez,hesssara@roberson.com,P1005,Protein Powder,Health,1999,ORD2302,2024-07-06,2,3998,Debit Card
C1303,Traci Underwood,bryanfuller@thompson.net,P1002,Running Shoes,Sportswear,2499,ORD2303,2022-12-26,1,2499,EMI
C1304,Nathaniel Jackson,myerssarah@gmail.com,P1001,Wireless Mouse,Electronics,799,ORD2304,2024-04-26,3,2397,Net Banking
C1305,Marilyn Ruiz,mcintoshkathryn@hendrix.com,P1007,Smartphone,Electronics,56999,ORD2305,2022-09-25,10,569990,Credit Card
C1306,Trevor Reynolds,jerry45@hayes.com,P1004,Laptop,Electronics,67999,ORD2306,2023-01-24,1,67999,Credit Card
C1307,Peter Church,laurieharvey@yahoo.com,P1014,Designer Saree,Fashion,8499,ORD2307,2024-01-27,1,8499,UPI
C1308,Rebecca Wilson,kyliemoore@yahoo.com,P1015,Electric Bike,Automobile,87999,ORD2308,2025-04-05,1,87999,Net Banking
C1309,Grace Wallace,ahunt@gmail.com,P1004,Laptop,Electronics,67999,ORD2309,2023-09-20,3,203997,Debit Card
C1310,Michelle Nelson,barbara07@hotmail.com,P1010,Yoga Mat,Health,699,ORD2310,2025-03-26,1,699,Net Banking
C1311,Kim Powell PhD,rogerowen@turner.com,P1012,Water Purifier,Appliances,15999,ORD2311,2024-03-10,1,15999,Debit Card
C1312,Danny White,caseyshelton@mccall-clark.com,P1015,Electric Bike,Automobile,87999,ORD2312,2025-04-05,2,175998,EMI
C1313,Cynthia Martin,elizabethcollins@sutton.com,P1010,Yoga Mat,Health,699,ORD2313,2023-05-13,2,1398,EMI
C1314,Gregory Richardson,matthew81@gmail.com,P1008,Bookshelf,Furniture,8999,ORD2314,2023-07-23,1,8999,Net Banking
C1315,Anna Johnson,herreraandrea@jenkins-roberts.biz,P1015,Electric Bike,Automobile,87999,ORD2315,2023-12-15,1,87999,Credit Card
C1316,Barry Garcia,christopher01@jones-wilson.com,P1010,Yoga Mat,Health,699,ORD2316,2023-05-23,10,6990,Credit Card
C1317,Nicole Anderson,rlucero@rush-benton.com,P1001,Wireless Mouse,Electronics,799,ORD2317,2023-12-07,2,1598,Credit Card
C1318,Jamie Hull,williamsdavid@gmail.com,P1004,Laptop,Electronics,67999,ORD2318,2023-05-13,1,67999,EMI
C1319,Jessica Mccullough,johnsonjanice@gmail.com,P1002,Running Shoes,Sportswear,2499,ORD2319,2024-08-19,5,12495,UPI
C1320,Susan Chen,cindyblack@gmail.com,P1011,Desk Lamp,Home Decor,1299,ORD2320,2024-09-21,1,1299,Credit Card
C1321,Amanda May,rmartinez@ramos.com,P1011,Desk Lamp,Home Decor,1299,ORD2321,2025-03-11,1,1299,UPI
C1322,Todd Thomas,john51@gmail.com,P1006,Men's Jacket,Fashion,3499,ORD2322,2025-02-15,1,3499,Credit Card
C1323,Emily Dean,harry63@hotmail.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2323,2024-07-17,1,11999,Credit Card
C1324,Austin Baldwin,petersennicole@gmail.com,P1015,Electric Bike,Automobile,87999,ORD2324,2022-10-13,1,87999,UPI
C1325,Benjamin Owens,anthonylamb@yahoo.com,P1010,Yoga Mat,Health,699,ORD2325,2025-03-28,1,699,Debit Card
C1326,Travis Pierce,ramosaaron@hotmail.com,P1011,Desk Lamp,Home Decor,1299,ORD2326,2025-02-02,1,1299,UPI
C1327,Michelle Gutierrez,stewartjamie@edwards.com,P1012,Water Purifier,Appliances,15999,ORD2327,2024-02-22,3,47997,Credit Card
C1328,Jessica Gallegos,courtneyjackson@johns.org,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2328,2023-12-04,10,119990,UPI
C1329,Christina Young,chelseawilson@hopkins-anderson.com,P1008,Bookshelf,Furniture,8999,ORD2329,2022-10-24,2,17998,EMI
C1330,Mr. Jerry Morgan,greendanny@yahoo.com,P1008,Bookshelf,Furniture,8999,ORD2330,2024-10-13,2,17998,EMI
C1331,Michelle Weaver,zavalarobert@yahoo.com,P1001,Wireless Mouse,Electronics,799,ORD2331,2023-11-11,1,799,Credit Card
C1332,Trevor Moreno,mistysimmons@stevens.info,P1007,Smartphone,Electronics,56999,ORD2332,2023-03-28,1,56999,EMI
C1333,Cody Hart,riveraryan@harris.com,P1006,Men's Jacket,Fashion,3499,ORD2333,2023-10-22,2,6998,Net Banking
C1334,James Lamb,pamelabrowning@hotmail.com,P1013,Gaming Console,Electronics,38999,ORD2334,2023-12-01,1,38999,Net Banking
C1335,Amber Lopez,patriciawashington@gmail.com,P1006,Men's Jacket,Fashion,3499,ORD2335,2024-04-15,1,3499,Credit Card
C1336,Alex Thompson,qwaller@yahoo.com,P1013,Gaming Console,Electronics,38999,ORD2336,2022-04-26,3,116997,EMI
C1337,Brenda Perez,kennethpowell@tucker-roberts.org,P1002,Running Shoes,Sportswear,2499,ORD2337,2022-10-20,1,2499,Debit Card
C1338,John Warner,walkerkenneth@yahoo.com,P1012,Water Purifier,Appliances,15999,ORD2338,2025-03-02,2,31998,Net Banking
C1339,Christopher Matthews,ycampbell@yahoo.com,P1011,Desk Lamp,Home Decor,1299,ORD2339,2025-04-03,2,2598,Credit Card
C1340,Patricia Miranda,chadpearson@yahoo.com,P1012,Water Purifier,Appliances,15999,ORD2340,2025-04-08,2,31998,Credit Card
C1341,John Brown,dunlaptimothy@yahoo.com,P1004,Laptop,Electronics,67999,ORD2341,2025-01-12,1,67999,Credit Card
C1342,Suzanne Russell,iholt@gonzalez.com,P1010,Yoga Mat,Health,699,ORD2342,2022-06-06,1,699,UPI
C1343,Tracy Rodriguez DVM,danawoods@mccann-carey.com,P1008,Bookshelf,Furniture,8999,ORD2343,2025-02-16,1,8999,Credit Card
C1344,Daniel Sanders,icole@hotmail.com,P1004,Laptop,Electronics,67999,ORD2344,2023-06-18,1,67999,Credit Card
C1345,Jesse Miller,obrooks@williams-salinas.biz,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2345,2024-08-17,2,23998,UPI
C1346,Kelly Baker,amandajones@marks-sanchez.com,P1002,Running Shoes,Sportswear,2499,ORD2346,2024-04-17,1,2499,UPI
C1347,Raven Harrison,moralesheidi@king-brown.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2347,2022-12-31,1,11999,EMI
C1348,Alex Rogers,lynnfrazier@hotmail.com,P1013,Gaming Console,Electronics,38999,ORD2348,2025-04-15,3,116997,UPI
C1349,Jennifer Mason,lisa17@gould-morrison.net,P1007,Smartphone,Electronics,56999,ORD2349,2024-06-07,1,56999,Credit Card
C1350,Juan Lee,dustin80@washington.org,P1006,Men's Jacket,Fashion,3499,ORD2350,2022-12-20,3,10497,UPI
C1351,Jessica Villegas,hayesmichelle@yahoo.com,P1002,Running Shoes,Sportswear,2499,ORD2351,2022-09-11,3,7497,Credit Card
C1352,Kelly Smith DDS,hollandkelly@gonzalez.org,P1014,Designer Saree,Fashion,8499,ORD2352,2022-06-01,3,25497,UPI
C1353,Kelly Butler,nortonmegan@sanders-conley.biz,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2353,2024-05-14,1,11999,UPI
C1354,Devon Knox,curtismcintosh@hotmail.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2354,2023-06-30,1,11999,Credit Card
C1355,Cathy Smith,karen71@patterson.info,P1006,Men's Jacket,Fashion,3499,ORD2355,2023-02-24,1,3499,Debit Card
C1356,Alexis Jones,tinastewart@dominguez.com,P1011,Desk Lamp,Home Decor,1299,ORD2356,2022-08-03,2,2598,EMI
C1357,Joseph Brown,smoore@gmail.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2357,2023-06-21,2,23998,EMI
C1358,Timothy Simmons,sanfordkimberly@wilson.net,P1001,Wireless Mouse,Electronics,799,ORD2358,2025-04-10,2,1598,Debit Card
C1359,Steven Hart,aruiz@jones-davis.com,P1013,Gaming Console,Electronics,38999,ORD2359,2022-06-28,1,38999,Credit Card
C1360,Justin Ellis,alexahowe@wood-jones.net,P1015,Electric Bike,Automobile,87999,ORD2360,2024-03-12,2,175998,EMI
C1361,Nicholas Diaz,yburke@gmail.com,P1005,Protein Powder,Health,1999,ORD2361,2022-09-10,1,1999,UPI
C1362,Patricia Thompson,bthomas@berger.biz,P1012,Water Purifier,Appliances,15999,ORD2362,2023-02-04,1,15999,EMI
C1363,Stephen Noble,jimmy40@knapp.biz,P1011,Desk Lamp,Home Decor,1299,ORD2363,2023-07-10,10,12990,EMI
C1364,Carol Watson,christinajohnson@hotmail.com,P1002,Running Shoes,Sportswear,2499,ORD2364,2023-06-07,1,2499,Net Banking
C1365,Kevin Cannon,slewis@gmail.com,P1013,Gaming Console,Electronics,38999,ORD2365,2023-03-24,10,389990,EMI
C1366,Derek Murray,caitlinharvey@bautista.com,P1014,Designer Saree,Fashion,8499,ORD2366,2023-05-21,1,8499,Debit Card
C1367,Tara Warren,owhite@callahan.net,P1001,Wireless Mouse,Electronics,799,ORD2367,2023-01-08,3,2397,EMI
C1368,Linda Rose,cristian04@yahoo.com,P1002,Running Shoes,Sportswear,2499,ORD2368,2023-01-04,5,12495,UPI
C1369,Regina Gutierrez,russell02@yahoo.com,P1001,Wireless Mouse,Electronics,799,ORD2369,2024-06-09,1,799,Credit Card
C1370,Joel Dillon,wwright@garza.com,P1014,Designer Saree,Fashion,8499,ORD2370,2022-11-04,1,8499,Credit Card
C1371,Joseph Turner,harrislarry@curtis-hicks.com,P1015,Electric Bike,Automobile,87999,ORD2371,2022-11-02,1,87999,UPI
C1372,Troy Ryan,ukerr@hotmail.com,P1012,Water Purifier,Appliances,15999,ORD2372,2024-10-10,1,15999,Credit Card
C1373,Barbara Long,angelagomez@franklin-christensen.com,P1015,Electric Bike,Automobile,87999,ORD2373,2023-02-28,1,87999,EMI
C1374,Nicole Jones,ashlee99@gmail.com,P1010,Yoga Mat,Health,699,ORD2374,2022-05-28,1,699,EMI
C1375,Angelica Sheppard,asmith@yahoo.com,P1011,Desk Lamp,Home Decor,1299,ORD2375,2024-02-23,2,2598,Net Banking
C1376,Elizabeth Gonzalez,deborah08@reid-palmer.net,P1013,Gaming Console,Electronics,38999,ORD2376,2024-12-26,1,38999,Credit Card
C1377,Ashley Aguilar,oduncan@villegas.com,P1015,Electric Bike,Automobile,87999,ORD2377,2025-04-11,1,87999,UPI
C1378,Rodney Turner,alyssa72@hotmail.com,P1006,Men's Jacket,Fashion,3499,ORD2378,2022-05-16,2,6998,Net Banking
C1379,Steven Morgan,hunterdanielle@esparza.org,P1002,Running Shoes,Sportswear,2499,ORD2379,2024-02-25,1,2499,Net Banking
C1380,Roy Mclean,qwheeler@sanders-wright.com,P1001,Wireless Mouse,Electronics,799,ORD2380,2022-06-21,1,799,Debit Card
C1381,Dennis Hansen,robertmckinney@rios.biz,P1005,Protein Powder,Health,1999,ORD2381,2024-12-27,1,1999,Net Banking
C1382,Joshua Howe,stacy08@stephens.com,P1006,Men's Jacket,Fashion,3499,ORD2382,2022-12-11,2,6998,Debit Card
C1383,Carol Harvey,barry33@phillips-carter.org,P1012,Water Purifier,Appliances,15999,ORD2383,2024-03-08,2,31998,EMI
C1384,Gregory Brown,charlesjohnson@hotmail.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2384,2024-11-07,1,1199,Credit Card
C1385,Karen Kennedy,william23@hotmail.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2385,2022-07-09,1,1199,UPI
C1386,Thomas Steele,fgibson@hotmail.com,P1015,Electric Bike,Automobile,87999,ORD2386,2024-06-23,3,263997,Net Banking
C1387,Diane Stephenson,ojohnson@gmail.com,P1006,Men's Jacket,Fashion,3499,ORD2387,2023-12-28,2,6998,Net Banking
C1388,Michelle White,bethany84@gmail.com,P1006,Men's Jacket,Fashion,3499,ORD2388,2024-03-24,1,3499,EMI
C1389,Christopher Young,ohowell@weber-smith.com,P1014,Designer Saree,Fashion,8499,ORD2389,2022-10-20,5,42495,Debit Card
C1390,Maria Long,stephen43@hernandez.com,P1012,Water Purifier,Appliances,15999,ORD2390,2023-12-06,1,15999,Debit Card
C1391,Michelle Frank,ohall@yahoo.com,P1010,Yoga Mat,Health,699,ORD2391,2024-07-03,2,1398,Net Banking
C1392,Amanda Howell,nguyendaniel@thomas.biz,P1003,Cotton Bedsheet,Home Decor,1199,ORD2392,2025-01-20,1,1199,EMI
C1393,Patricia Gonzales,edwardmeyer@juarez.info,P1005,Protein Powder,Health,1999,ORD2393,2023-11-14,1,1999,UPI
C1394,Cindy Garza,tammie58@hotmail.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2394,2025-02-06,10,11990,Debit Card
C1395,Lori Mcdonald,pjuarez@gmail.com,P1004,Laptop,Electronics,67999,ORD2395,2023-02-15,5,339995,EMI
C1396,William Reid,ronaldmora@yahoo.com,P1006,Men's Jacket,Fashion,3499,ORD2396,2024-01-20,2,6998,Net Banking
C1397,Michael Brown,mitchellvalentine@hotmail.com,P1002,Running Shoes,Sportswear,2499,ORD2397,2023-06-29,3,7497,Credit Card
C1398,Michael Sullivan,leonard92@hotmail.com,P1015,Electric Bike,Automobile,87999,ORD2398,2022-07-06,3,263997,Credit Card
C1399,David Whitaker,jeffrey46@sullivan.com,P1003,Cotton Bedsheet,Home Decor,1199,ORD2399,2024-06-03,3,3597,EMI
C1400,Elizabeth Hart,john38@logan.net,P1004,Laptop,Electronics,67999,ORD2400,2023-08-04,1,67999,Net Banking
C1401,Jose Haynes,benjamin45@wilson.com,P1002,Running Shoes,Sportswear,2499,ORD2401,2022-11-13,10,24990,UPI
C1402,Stefanie Payne,wilsonjohn@gmail.com,P1012,Water Purifier,Appliances,15999,ORD2402,2023-01-08,1,15999,UPI
C1403,Patrick George,jamesrichards@yahoo.com,P1012,Water Purifier,Appliances,15999,ORD2403,2024-11-03,2,31998,EMI
C1404,Steven Lamb,stephaniewhite@hall.com,P1004,Laptop,Electronics,67999,ORD2404,2023-01-08,1,67999,UPI
C1405,Gloria Price,cantuvirginia@hanson.com,P1009,Noise Cancelling Headphones,Electronics,11999,ORD2405,2022-11-26,1,11999,EMI
C1406,Kelly Hughes,madisonduran@whitehead.biz,P1010,Yoga Mat,Health,699,ORD2406,2023-01-27,1,699,UPI
C1407,Michelle Brown,johnsonkatie@hotmail.com,P1007,Smartphone,Electronics,56999,ORD2407,2023-08-20,1,56999,UPI
C1408,Donna Thompson,martinellis@gmail.com,P1006,Men's Jacket,Fashion,3499,ORD2408,2023-04-30,2,6998,Credit Card
